C alpha,L alpha,GE alpha,SW alpha,Q alpha,C beta,L beta,GE beta,SW beta,Q beta,C delta,L delta,GE delta,SW delta,Q delta,C gamma,L gamma,GE gamma,SW gamma,Q gamma,C theta,L theta,GE theta,SW theta,Q theta,Class
0.027184,2.0521,0.53283,0.99348,0.2575,0.0096832,2.0338,0.54231,0.99834,0.2478,0.02484,2.1177,0.52342,1.0647,0.2866,0.054042,1.9595,0.55458,1.1466,0.23659,0.023214,2.0303,0.54279,1.0366,0.27216,2
0.035209,2.1109,0.51048,0.86323,0.21242,0.042558,1.9193,0.50139,0.94867,0.20016,0.02901,2.0847,0.52793,0.93813,0.25474,0.057951,1.958,0.55479,1.2069,0.25442,0.047367,2.155,0.51167,0.88804,0.2034,2
0.036923,2.1319,0.5093,1.059,0.26406,0.0099817,1.9533,0.55562,1.0443,0.25295,0.025148,2.0179,0.5448,0.9458,0.26901,0.05615,1.9489,0.55634,1.0309,0.22315,0.020731,1.9895,0.54951,0.8913,0.24792,2
0.013364,1.922,0.56081,0.97305,0.22517,0.012578,1.9975,0.54821,0.99503,0.2675,0.019604,1.9442,0.55709,1.0372,0.2562,0.054008,1.9235,0.56058,0.94311,0.21912,0.023421,1.9638,0.55382,1.1479,0.2749,2
0.016611,2.0627,0.53742,0.91571,0.23997,0.044409,1.9031,0.48421,0.89804,0.14342,0.023455,2.0094,0.54632,0.9023,0.21704,0.041896,1.9323,0.55909,0.95793,0.2161,0.022902,1.9944,0.54932,1.011,0.25945,2
0.057116,1.987,0.41331,0.57369,0.1263,0.010364,2.0027,0.54742,1.0416,0.26009,0.060051,1.9858,0.46024,0.77834,0.14803,0.056458,1.9927,0.549,0.96394,0.22876,0.037104,2.0548,0.50005,0.66184,0.16003,2
0.01808,1.9607,0.55433,0.97054,0.24404,0.015927,1.9296,0.55953,1.1369,0.25113,0.04873,2.0233,0.46757,0.78854,0.1641,0.058004,1.9304,0.55942,1.14,0.21336,0.022929,1.9641,0.55376,0.81395,0.20361,2
0.018744,2.0536,0.53899,0.91132,0.26971,0.0096173,2.0678,0.53032,0.80874,0.23917,0.016873,1.9713,0.55256,0.81555,0.26302,0.044836,1.9572,0.55494,0.99381,0.24971,0.021135,1.9673,0.55322,1.1526,0.28993,2
0.016221,2.0228,0.54396,0.97797,0.28775,0.0079374,1.9789,0.53775,0.91235,0.24402,0.039089,2.045,0.53577,0.48086,0.18917,0.048496,1.9378,0.55818,0.97034,0.2261,0.020499,2.0238,0.53059,1.1252,0.2865,2
0.027466,2.0968,0.40142,0.43965,0.15818,0.021758,1.9426,0.53056,0.96398,0.1982,0.017478,2.0091,0.54629,0.85217,0.27459,0.076419,2.0008,0.54774,1.1023,0.25222,0.033866,2.0611,0.49967,0.91269,0.2295,3
0.022476,1.9764,0.55169,0.88412,0.26207,0.015339,1.9927,0.54904,1.0678,0.26382,0.043494,2.0143,0.52563,0.61848,0.20648,0.064505,1.9542,0.54857,0.92548,0.21237,0.029392,2.0014,0.54089,0.77587,0.2103,3
0.015562,1.9991,0.54789,1.0967,0.26123,0.013124,1.9847,0.55038,1.2513,0.31468,0.01712,2.0019,0.54759,0.9272,0.24674,0.044872,1.973,0.55235,0.91554,0.23383,0.02162,2.0392,0.53452,1.0451,0.30274,3
0.027542,2.0467,0.53448,0.9376,0.23993,0.011123,1.9734,0.55232,1.1992,0.29982,0.026311,2.0615,0.53769,1.1908,0.29625,0.052633,1.9355,0.55166,1.2268,0.24883,0.032081,1.9896,0.53601,1.1255,0.22509,3
0.033016,2.1146,0.53073,0.87669,0.18022,0.015728,2.0546,0.53964,0.98885,0.20233,0.075543,1.9344,0.49951,1.14,0.16718,0.051281,1.9422,0.55055,1.0569,0.24657,0.072042,2.3014,0.4897,0.94331,0.11595,3
0.040869,2.0567,0.53282,1.1426,0.25208,0.029927,2.1503,0.49302,1.0627,0.21228,0.025733,2.015,0.54622,1.2397,0.27565,0.053699,1.9771,0.55163,1.0618,0.22585,0.053908,2.3404,0.46827,0.8116,0.15825,3
0.029249,2.1194,0.51618,1.1399,0.36007,0.0087077,2.0045,0.54706,1.0394,0.26545,0.02701,1.9868,0.5501,0.98739,0.22654,0.060782,1.9594,0.54771,1.1314,0.27628,0.035684,2.1316,0.50827,1.1096,0.28622,3
0.010358,2.0058,0.54017,0.7874,0.24005,0.0083039,1.9948,0.54184,1.1457,0.3302,0.034074,2.1234,0.50403,0.67045,0.28472,0.073864,2.0026,0.5475,1.2288,0.29308,0.030206,2.0554,0.52599,1.3458,0.33273,3
0.012541,2.059,0.52498,0.76736,0.30794,0.0096183,1.9758,0.55183,0.9989,0.26567,0.021876,2.0661,0.53755,0.71597,0.23275,0.054064,1.9592,0.55488,0.98732,0.18286,0.017421,2.002,0.50129,0.90844,0.24125,3
0.015461,1.9919,0.54924,0.89521,0.22023,0.010636,1.9755,0.55202,0.9084,0.20524,0.026988,1.9711,0.5526,1.0793,0.22865,0.05415,1.9405,0.55773,1.0287,0.19041,0.018352,1.9895,0.5496,0.87412,0.25525,3
0.025985,2.0833,0.53466,0.68213,0.24155,0.020455,1.9068,0.56337,0.81342,0.18106,0.035634,2.0464,0.53384,0.80115,0.23098,0.06849,1.9428,0.55735,0.96652,0.19221,0.041845,2.0842,0.5345,1.1879,0.31099,3
0.023896,2.0722,0.46118,0.8207,0.20302,0.0081244,2.0115,0.53925,0.83567,0.20519,0.024291,2.1057,0.49968,0.80985,0.19986,0.046471,1.9355,0.55856,0.98355,0.20092,0.04941,2.273,0.46131,0.9661,0.23712,3
0.021281,2.0056,0.54716,0.88966,0.30055,0.015519,1.9339,0.55883,1.0055,0.23449,0.018663,2.1496,0.50029,0.57937,0.21452,0.052863,1.93,0.55949,1.076,0.23013,0.029783,2.0479,0.53345,1.275,0.33042,3
0.021039,1.9641,0.55377,1.0522,0.28263,0.011202,2.0104,0.54781,0.89188,0.21225,0.045159,2.0349,0.52632,0.8077,0.1908,0.058705,1.9564,0.55515,0.96387,0.21321,0.021764,1.994,0.54209,0.66256,0.23218,3
0.036742,1.9665,0.54657,1.0647,0.27557,0.011044,1.9845,0.5504,0.99598,0.21751,0.055006,1.9804,0.51752,0.7043,0.1746,0.0529,1.9336,0.55919,0.95686,0.1854,0.098636,1.963,0.55407,0.99122,0.22131,3
0.015824,2.1064,0.53104,0.78667,0.24778,0.026227,1.9642,0.51394,0.85929,0.14136,0.030118,2.0267,0.53745,0.95925,0.2522,0.056988,1.9266,0.56006,1.0932,0.21828,0.031145,2.004,0.54716,1.0288,0.25579,3
0.04494,2.0399,0.50216,0.85019,0.17774,0.015411,1.9847,0.55031,1.047,0.25017,0.049472,2.0291,0.53013,0.89113,0.18111,0.074127,1.9726,0.55239,1.171,0.25359,0.027133,2.0216,0.54425,1.0519,0.30434,3
0.014712,2.0065,0.53992,0.99723,0.29182,0.023683,2.0009,0.47081,0.49821,0.10495,0.023204,2.0215,0.54426,1.283,0.33295,0.048597,1.9294,0.55959,1.1537,0.24154,0.023371,1.9927,0.54901,1.3321,0.33441,3
0.021689,2.1092,0.52402,1.1003,0.32296,0.022355,2.0019,0.51469,0.76919,0.19768,0.027867,2.0853,0.53414,1.0866,0.31832,0.10964,2.0025,0.54782,1.016,0.21137,0.028443,2.0919,0.53386,1.0708,0.27626,3
0.043741,1.9885,0.43531,0.80492,0.26634,0.01638,2.0273,0.53723,1.0202,0.2146,0.059752,2.0126,0.48102,0.95036,0.14259,0.057459,1.9318,0.55919,1.0043,0.16942,0.11614,1.9169,0.54785,1.1749,0.15816,3
0.026829,2.0305,0.54279,1.0488,0.27348,0.0093713,1.9895,0.54975,0.92655,0.22171,0.044046,2.0342,0.51736,0.6899,0.2391,0.045218,1.9252,0.56029,1.0078,0.21261,0.059016,2.2971,0.42822,0.82429,0.20667,3
0.025909,2.142,0.51953,0.8163,0.25056,0.012819,1.999,0.5479,0.9514,0.20741,0.023932,2.0006,0.52781,0.62971,0.21725,0.060489,1.9949,0.5487,0.98972,0.18618,0.017828,2.0093,0.53321,0.87292,0.27247,3
0.026857,2.0736,0.53649,0.96378,0.21794,0.013764,2.0396,0.54148,0.91432,0.20216,0.062782,1.9536,0.48936,0.68933,0.21259,0.043723,1.9572,0.55496,0.99209,0.19303,0.030701,2.0111,0.54005,1.0971,0.22315,3
0.044867,2.0718,0.43707,0.88453,0.18035,0.011311,2.0618,0.53136,1.0764,0.27815,0.050168,1.9203,0.50044,0.78736,0.16469,0.079141,2.0525,0.5329,1.0753,0.25106,0.028984,2.0536,0.50129,0.80782,0.16799,3
0.026786,1.9861,0.54338,0.92594,0.24002,0.014045,1.964,0.55378,1.0182,0.22884,0.06821,1.879,0.41263,0.82608,0.21102,0.054609,1.9346,0.55871,0.89518,0.19784,0.018949,1.9819,0.55076,0.8626,0.26165,3
0.034817,1.9772,0.53866,0.77741,0.2612,0.012388,1.9375,0.55822,1.1667,0.24583,0.023907,2.0422,0.54101,0.96048,0.21974,0.052387,1.9205,0.56109,1.0711,0.20199,0.018295,2.0242,0.54386,0.86887,0.23234,3
0.013046,1.994,0.54874,0.86513,0.21891,0.0063793,1.9343,0.55877,0.9424,0.21122,0.038928,2.008,0.49037,0.67607,0.17319,0.037106,1.8921,0.56585,0.97571,0.1914,0.016681,2.0169,0.5455,0.95724,0.22734,3
0.014391,1.9837,0.55051,0.77576,0.20202,0.009085,1.9174,0.56158,1.0257,0.21586,0.027311,2.0208,0.53136,0.8881,0.22235,0.074408,1.9462,0.55679,1.0623,0.17954,0.025374,2.0873,0.53391,0.77282,0.22552,3
0.018062,2.0039,0.52061,0.73019,0.22059,0.0099785,2.0108,0.53995,0.92608,0.2364,0.02132,1.9443,0.55032,0.99775,0.26593,0.039481,1.8973,0.56498,1.0704,0.21368,0.021874,2.0043,0.54044,0.92857,0.28695,3
0.018696,1.9863,0.5501,0.91925,0.27703,0.010535,2.1303,0.52934,0.87704,0.2208,0.034246,2.068,0.52392,0.80337,0.2441,0.052972,1.9875,0.54995,0.83967,0.22429,0.033632,2.0476,0.49548,0.86161,0.20528,3
0.017936,1.979,0.5515,0.97251,0.24233,0.01698,2.0441,0.54074,0.99545,0.24165,0.092514,1.8513,0.50395,0.84657,0.18102,0.044703,1.9238,0.56054,0.88508,0.18439,0.036482,1.932,0.55923,1.0777,0.18639,3
0.02744,2.1037,0.51342,0.78163,0.21984,0.021936,1.9162,0.47533,0.64257,0.15244,0.017272,1.9693,0.55294,1.186,0.28103,0.050205,1.9313,0.55928,0.95096,0.19661,0.032829,2.1093,0.52405,0.94667,0.26856,3
0.020348,1.9901,0.52937,0.60843,0.22204,0.015969,1.9909,0.49686,0.52487,0.14789,0.035511,2.1125,0.53037,1.1251,0.32555,0.048914,1.917,0.56167,0.99746,0.17949,0.018122,2.0175,0.54482,1.179,0.3202,3
0.013655,1.9517,0.55584,1.0517,0.23394,0.019792,1.9218,0.45624,0.55352,0.12543,0.025575,2.0451,0.54056,1.1672,0.29582,0.043092,1.9396,0.55789,1.0044,0.20631,0.015979,1.9679,0.55349,0.92342,0.2448,3
0.017915,1.9922,0.54907,1.0585,0.26738,0.022374,2.0065,0.51368,0.75922,0.15615,0.01813,2.0122,0.54574,0.78706,0.27699,0.044078,1.9114,0.56261,0.97786,0.20033,0.020332,1.9861,0.55007,1.0451,0.25024,3
0.020643,2.0541,0.46334,0.69597,0.20802,0.0099987,2.0326,0.53625,0.95364,0.30479,0.021225,2.0639,0.53768,1.3549,0.36632,0.04224,1.9498,0.55617,1.0399,0.22441,0.055307,2.0556,0.4941,0.96952,0.14082,3
