C alpha,L alpha,GE alpha,SW alpha,Q alpha,C beta,L beta,GE beta,SW beta,Q beta,C delta,L delta,GE delta,SW delta,Q delta,C gamma,L gamma,GE gamma,SW gamma,Q gamma,C theta,L theta,GE theta,SW theta,Q theta,Class
0.0060388,2.5897,0.30715,0.57116,0.3389,0.002612,2.873,0.32394,0.50643,0.32451,0.01307,2.6814,0.27773,0.63604,0.30111,0.024212,2.7304,0.38035,1.1813,0.35292,0.01178,2.3661,0.25443,0.48235,0.25088,2
0.010008,3.897,0.23652,0.33033,0.37811,0.0054687,2.7648,0.3,0.84019,0.35505,0.0076149,2.8026,0.3314,0.69055,0.37822,0.066438,3.3617,0.28007,0.69365,0.24612,0.033533,2.8922,0.23516,0.81663,0.34221,2
0.013648,2.6884,0.35383,0.79262,0.32982,0.002321,2.8754,0.33029,0.55943,0.43006,0.0079334,2.716,0.32715,0.58746,0.37359,0.016807,2.7116,0.34804,0.59952,0.34575,0.012542,2.4521,0.26698,0.59923,0.26684,2
0.011448,3.0028,0.34446,0.69754,0.3765,0.0069102,2.951,0.31361,0.94317,0.49258,0.041136,2.5748,0.21757,0.83256,0.24382,0.035002,2.7278,0.39063,1.0187,0.38187,0.013933,2.8522,0.3786,1.0851,0.4065,2
0.013583,3.0025,0.27719,0.47167,0.33657,0.004156,2.8232,0.30917,0.71501,0.37425,0.018985,2.9975,0.25701,0.90269,0.32897,0.024559,2.711,0.36675,1.0601,0.39586,0.014391,2.8991,0.30073,0.76821,0.37352,2
0.017486,2.3113,0.1693,0.76691,0.26124,0.030931,2.1814,0.28372,0.97841,0.33463,0.022926,2.8294,0.26982,0.77253,0.35255,0.0318,2.8014,0.39202,1.3265,0.44169,0.033966,2.5712,0.15918,0.63618,0.15817,2
0.02867,2.8129,0.27165,1.02,0.40495,0.0057015,2.7341,0.3651,1.1408,0.40771,0.012417,2.9929,0.32203,0.6139,0.44526,0.026347,2.6844,0.36198,0.91296,0.34329,0.011127,2.7993,0.32545,0.42515,0.37456,2
0.0064334,2.7738,0.38383,0.94065,0.41006,0.0079697,2.8418,0.35524,1.1692,0.41998,0.0092049,2.7974,0.37796,0.94018,0.41495,0.018535,2.7658,0.3822,0.64556,0.35527,0.013426,2.8274,0.34207,1.0901,0.43998,2
0.012167,3.2024,0.29775,0.7915,0.37742,0.051402,2.0171,0.28846,0.96423,0.2424,0.018327,2.6624,0.31255,0.9306,0.32525,0.022112,2.7653,0.38611,0.9184,0.36999,0.017896,2.7685,0.34988,1.1461,0.39128,2
0.011544,2.084,0.17059,0.15475,0.20225,0.00554,2.8354,0.34191,0.99825,0.42648,0.037855,2.0601,0.17177,0.69677,0.17926,0.038712,2.9268,0.34676,1.1665,0.41573,0.017741,2.4592,0.23156,0.43202,0.22695,2
0.012169,2.8193,0.37284,1.0294,0.37824,0.011628,2.5995,0.387,1.168,0.3763,0.02764,2.5156,0.2339,0.53065,0.23672,0.026258,2.6951,0.38834,1.0423,0.31591,0.010663,2.7808,0.33455,0.61517,0.34458,2
0.011577,2.7713,0.29866,1.061,0.3857,0.0050392,2.7391,0.29337,0.59668,0.344,0.0089694,2.7334,0.36608,0.78125,0.40326,0.021496,2.7665,0.38538,1.1713,0.37651,0.016563,3.0309,0.34169,0.88361,0.33318,2
0.0078687,3.0317,0.31316,0.68984,0.42821,0.0029045,2.806,0.34047,0.47367,0.37485,0.015566,2.3507,0.29094,0.28843,0.27497,0.023722,2.7501,0.37972,0.98429,0.36549,0.012955,2.8363,0.33795,1.1488,0.42608,2
0.0088275,2.1577,0.14287,0.23542,0.16159,0.014535,2.339,0.32367,0.79293,0.32492,0.0082996,3.0113,0.3239,0.69213,0.41549,0.071317,2.7648,0.34745,1.3048,0.36869,0.045118,2.4303,0.22529,0.98966,0.26028,3
0.0087586,2.8896,0.35552,0.47587,0.39355,0.0078596,2.8516,0.32402,0.84291,0.4357,0.017965,2.5536,0.29976,0.36675,0.34562,0.031473,2.7476,0.35473,0.75565,0.33772,0.016878,2.6898,0.29739,0.64746,0.33613,3
0.0097503,2.7552,0.34387,1.2065,0.42167,0.011132,2.8047,0.33979,1.6395,0.48635,0.0098639,2.8803,0.3481,0.87038,0.38784,0.022025,2.7405,0.37536,0.92289,0.37691,0.016943,2.9531,0.26642,0.80437,0.36803,3
0.0095402,2.6365,0.2535,0.45325,0.30279,0.0051924,2.8289,0.34712,1.0566,0.47074,0.024046,3.1179,0.31202,1.1032,0.3603,0.030875,2.7872,0.38008,1.1894,0.36084,0.023287,2.6893,0.25365,0.82499,0.2629,3
0.038959,2.4321,0.24712,0.86764,0.23059,0.015652,2.7486,0.27941,0.79841,0.27033,0.068373,2.0085,0.23702,0.80573,0.11112,0.033559,2.83,0.3608,1.2962,0.41584,0.077322,1.8234,0.14606,1.2323,0.087052,3
0.035108,2.5621,0.22192,0.80536,0.22149,0.025476,2.7858,0.19235,0.67142,0.18781,0.023509,2.7098,0.34265,1.2955,0.40042,0.023985,2.8123,0.35421,0.90028,0.38468,0.060743,1.9508,0.13768,0.93417,0.13345,3
0.020799,2.786,0.21787,1.0843,0.49715,0.0043228,2.849,0.33132,1.0664,0.44735,0.016806,2.5535,0.35166,0.69257,0.29897,0.041267,2.8756,0.3532,1.3772,0.43672,0.031995,2.7571,0.20831,0.6758,0.26638,3
0.0047314,2.9214,0.34583,0.70793,0.3986,0.0051316,2.8718,0.34309,1.1754,0.49805,0.013925,2.5182,0.22768,0.31324,0.31303,0.078832,2.9397,0.30107,1.7207,0.46324,0.025084,2.6326,0.23605,1.3172,0.40633,3
0.0066216,3.0303,0.31016,0.66533,0.45152,0.0046913,2.76,0.34029,0.85093,0.4311,0.011749,2.6158,0.24216,0.50869,0.31452,0.027549,2.8029,0.37427,0.98584,0.34422,0.0085469,2.8354,0.30144,0.66854,0.366,3
0.0088922,2.8788,0.34871,0.77988,0.33982,0.0054628,2.8077,0.36142,0.75113,0.32416,0.017687,2.6844,0.3419,0.95229,0.36375,0.024087,2.6523,0.37765,0.84574,0.33391,0.0086687,2.8295,0.30245,0.60998,0.43214,3
0.012619,2.817,0.29604,0.62748,0.40802,0.015244,2.5558,0.37803,0.64816,0.27768,0.015798,2.6135,0.25089,0.46267,0.30176,0.032826,2.745,0.38873,0.79064,0.32914,0.029522,2.6192,0.26953,1.461,0.47322,3
0.012963,2.4327,0.19822,0.73297,0.2695,0.0040138,2.6893,0.34245,0.57305,0.30592,0.0091116,2.5605,0.22266,0.54827,0.31378,0.0261,2.7039,0.38359,1.0985,0.37406,0.032229,1.8079,0.11585,0.81524,0.15493,3
0.013508,2.7306,0.3201,0.86656,0.45405,0.0088529,2.6736,0.34441,0.79815,0.33164,0.0088869,3.0698,0.28665,0.32355,0.34143,0.021772,2.7139,0.39175,0.99126,0.37353,0.016604,2.7937,0.30211,1.0479,0.43604,3
0.012141,2.7922,0.35632,0.76699,0.42494,0.0043785,2.7003,0.35528,0.56446,0.34176,0.023333,2.6682,0.26179,0.58974,0.24112,0.030271,2.7277,0.35765,1.079,0.3541,0.0051666,2.9854,0.33128,0.21888,0.36996,3
0.028268,2.691,0.31118,0.91951,0.3644,0.0066763,2.7622,0.36305,0.99111,0.36981,0.018001,2.4251,0.21435,0.41938,0.23223,0.020191,2.7418,0.39898,0.76544,0.33086,0.10195,2.294,0.30276,0.86125,0.22927,3
0.0069259,2.7724,0.24916,0.47303,0.3493,0.01538,2.2894,0.26954,0.76508,0.23151,0.014794,2.7273,0.32164,0.79306,0.40776,0.053408,2.6411,0.40088,1.5163,0.36457,0.020277,2.8762,0.28182,1.0949,0.42094,3
0.023151,2.572,0.23334,0.59198,0.26537,0.010218,2.8104,0.33615,1.3249,0.40437,0.030263,2.5284,0.27786,0.85262,0.28348,0.050497,2.76,0.35828,1.3409,0.39658,0.013583,2.9255,0.32026,0.81446,0.45015,3
0.0057782,2.7695,0.32009,0.68636,0.41017,0.010368,2.1248,0.18466,0.41284,0.19146,0.015363,2.8968,0.33728,1.3521,0.46908,0.027392,2.7242,0.38419,1.3848,0.396,0.015045,2.7678,0.28918,1.2922,0.45225,3
0.01206,3.1977,0.29705,0.78784,0.41594,0.0095902,2.4554,0.24151,0.40339,0.25403,0.022917,3.1183,0.24033,0.76202,0.36252,0.10743,2.6316,0.25693,0.84747,0.23106,0.023631,2.824,0.2708,1.2941,0.45903,3
0.024385,2.269,0.19076,0.79201,0.37521,0.014395,2.712,0.30794,0.90643,0.29053,0.04834,2.2177,0.21853,1.0085,0.19165,0.031955,2.7453,0.36759,1.0221,0.27884,0.098252,1.9539,0.19723,1.0443,0.1421,3
0.020605,2.6307,0.32303,1.4579,0.41705,0.0058365,2.9143,0.35531,0.95002,0.36555,0.024971,2.7162,0.28522,0.69027,0.38054,0.019926,2.7071,0.39234,1.0067,0.34922,0.040088,1.9477,0.1248,0.92746,0.22904,3
0.0085904,2.9138,0.27304,0.41271,0.34908,0.007951,2.7031,0.33139,0.74285,0.3191,0.011279,2.5408,0.32269,0.36609,0.37625,0.026778,2.8081,0.35117,0.86368,0.30052,0.0085844,2.7495,0.31192,0.69825,0.40475,3
0.016355,2.5407,0.25174,0.91555,0.2955,0.007227,2.6093,0.28112,0.66858,0.27373,0.041722,2.446,0.29405,0.56713,0.33544,0.016067,2.7655,0.38701,0.76815,0.33323,0.026532,2.756,0.29501,0.89236,0.23991,3
0.028194,2.2819,0.162,0.52519,0.16798,0.0063553,2.9818,0.31062,0.99413,0.42362,0.025278,2.2698,0.28596,0.56017,0.28603,0.044034,2.8154,0.29784,0.91508,0.37817,0.023774,2.4526,0.1913,0.58169,0.15756,3
0.012332,2.7041,0.30882,0.69353,0.36339,0.0086327,2.5478,0.35788,0.59859,0.27932,0.044039,2.3284,0.23607,0.83824,0.33233,0.022103,2.7478,0.36619,0.65655,0.32968,0.0069237,2.8848,0.34794,0.38035,0.36719,3
0.013445,2.5476,0.28568,0.37315,0.30851,0.0067085,2.5863,0.36845,0.92902,0.36347,0.0091256,2.9745,0.31001,0.52176,0.3152,0.036573,2.7782,0.38202,1.1686,0.36129,0.0058361,2.8929,0.32165,0.35848,0.33682,3
0.0052517,2.8624,0.33659,0.51611,0.39314,0.0032165,2.7406,0.39947,0.90593,0.35966,0.019589,2.21,0.2274,0.51988,0.23692,0.013728,2.6873,0.40374,0.81129,0.33947,0.0064676,2.7457,0.33142,0.77899,0.37142,3
0.0060185,2.932,0.32827,0.46997,0.30428,0.0049561,2.6772,0.39653,0.98336,0.35476,0.015429,2.6238,0.31096,0.90374,0.36117,0.088381,2.6175,0.34953,1.1406,0.27953,0.015506,2.8092,0.32465,0.81635,0.35419,3
0.0063223,2.4265,0.29927,0.39208,0.32388,0.0042549,2.8412,0.33438,0.64596,0.37682,0.011792,2.6121,0.35614,0.65744,0.35025,0.022112,2.6845,0.39469,1.2863,0.35421,0.012309,2.6483,0.31662,0.99081,0.42259,3
0.0079735,2.7937,0.36166,0.54891,0.41156,0.0046663,2.7976,0.30016,0.5729,0.3434,0.011091,2.6205,0.26218,0.37264,0.36237,0.021567,2.675,0.348,0.6365,0.3512,0.016029,2.4599,0.21942,0.72411,0.28221,3
0.012784,2.5657,0.34038,0.82102,0.33802,0.014707,2.9921,0.28981,1.0489,0.35922,0.058049,2.1193,0.28547,0.75121,0.25315,0.01744,2.715,0.38233,0.63578,0.33157,0.034308,2.4829,0.35648,0.91397,0.27908,3
0.014184,2.4693,0.22718,0.51625,0.29919,0.0083282,2.3137,0.26291,0.43695,0.24747,0.013526,2.8787,0.36485,1.5756,0.46862,0.021369,2.7323,0.381,0.86128,0.35826,0.023404,3.1143,0.23341,0.7161,0.33324,3
0.0094672,2.5791,0.31369,0.35875,0.33416,0.0026916,2.4176,0.23745,0.12955,0.23735,0.019562,2.9486,0.28124,0.89239,0.46269,0.019337,2.7711,0.39271,0.67809,0.31234,0.014759,2.9674,0.35402,1.4964,0.47965,3
0.0068,2.8016,0.37556,0.81322,0.35643,0.0069041,2.4542,0.27876,0.31948,0.23476,0.020945,2.8499,0.33225,1.2761,0.43386,0.017233,2.7537,0.39216,0.95984,0.33107,0.0081767,2.7275,0.31463,0.64039,0.36763,3
0.013266,2.8248,0.34027,1.1613,0.40035,0.010155,2.4178,0.29025,0.80027,0.28529,0.0092714,2.9589,0.33406,0.71541,0.39712,0.023605,2.6443,0.39396,1.1702,0.36466,0.0098951,2.9997,0.28591,0.52601,0.31985,3
0.010502,2.4299,0.24119,0.5602,0.31867,0.0078437,2.8941,0.29444,0.86171,0.3826,0.013996,3.0275,0.30549,1.3601,0.52608,0.020331,2.8076,0.37425,1.2317,0.35058,0.042517,2.0791,0.16879,0.80639,0.17331,3
