C alpha,L alpha,GE alpha,SW alpha,Q alpha,C beta,L beta,GE beta,SW beta,Q beta,C delta,L delta,GE delta,SW delta,Q delta,C gamma,L gamma,GE gamma,SW gamma,Q gamma,C theta,L theta,GE theta,SW theta,Q theta,Class
0.03339,2.2088,0.46597,1.2334,0.25197,0.0073313,2.3025,0.47771,0.60347,0.27854,0.049436,2.0901,0.4542,1.072,0.26404,0.043621,2.2354,0.48682,0.9104,0.30724,0.049002,2.2028,0.46784,1.2333,0.20959,1
0.011515,2.2702,0.48747,1.1008,0.37049,0.011014,2.4356,0.43872,1.0276,0.29677,0.013909,2.2532,0.43774,1.1077,0.28967,0.047611,2.2555,0.48959,1.3643,0.3639,0.019501,2.2717,0.44929,0.68077,0.27682,1
0.011131,2.4157,0.42436,0.47541,0.24161,0.008316,2.261,0.48946,0.95929,0.31879,0.035419,2.1366,0.47196,0.58884,0.25205,0.079801,2.1885,0.48827,0.89027,0.21263,0.030414,2.2825,0.39473,0.77698,0.22216,1
0.018008,2.3818,0.42876,0.95203,0.30012,0.0072958,2.3273,0.47002,0.84499,0.26778,0.014515,2.2327,0.48678,1.2908,0.35621,0.030487,2.1576,0.49896,0.93869,0.26254,0.015102,2.3142,0.47621,0.91367,0.25427,1
0.022333,2.4502,0.39503,0.86059,0.26289,0.0093457,2.3346,0.43284,0.87568,0.24256,0.024158,2.3711,0.41981,0.8631,0.26398,0.037589,2.1815,0.50114,1.2657,0.29873,0.020739,2.2985,0.46657,1.2712,0.38201,1
0.026268,2.3472,0.41986,1.0702,0.3683,0.021408,1.9239,0.35658,0.62508,0.18085,0.016772,2.3954,0.43015,0.98467,0.3784,0.033576,2.2033,0.4989,0.93346,0.24963,0.021651,2.5228,0.44403,1.0501,0.44159,1
0.019874,2.3325,0.48017,0.95492,0.33399,0.006938,2.2635,0.47604,0.60143,0.26675,0.053209,2.2829,0.35974,0.71778,0.16214,0.046702,2.1931,0.49934,0.97233,0.25882,0.029159,2.2258,0.42997,0.74606,0.237,1
0.013123,2.4318,0.41697,0.63283,0.23368,0.008969,2.2902,0.45001,0.61521,0.18795,0.017851,2.3062,0.47831,0.96636,0.27849,0.031605,2.1522,0.50565,0.99628,0.26113,0.015013,2.2466,0.49085,0.97703,0.3356,1
0.01134,2.273,0.46399,0.85817,0.30473,0.0082304,2.264,0.45364,0.56149,0.20915,0.014117,2.2592,0.47163,0.73006,0.27156,0.050051,2.1575,0.49911,1.2411,0.32763,0.026577,2.2987,0.47551,0.83982,0.20139,1
0.030065,2.2928,0.45591,1.0489,0.23496,0.012636,2.3781,0.44518,0.80028,0.23823,0.04278,2.2439,0.35712,0.74407,0.195,0.067221,2.216,0.41358,0.83484,0.23569,0.082339,1.8249,0.23051,0.92612,0.11057,1
0.035214,1.9875,0.35536,0.65839,0.16627,0.0082381,2.2027,0.45695,0.71968,0.19934,0.052928,2.1241,0.37391,0.56728,0.16586,0.048423,2.3099,0.44214,0.50531,0.18758,0.034587,2.1377,0.33612,0.56322,0.12435,1
0.011865,2.3187,0.47374,0.99626,0.34496,0.0076856,2.3328,0.48027,0.79336,0.29729,0.016445,2.3081,0.45898,0.68861,0.24264,0.039434,2.2599,0.4902,1.0298,0.26776,0.019227,2.3457,0.47627,1.3388,0.38198,1
0.015583,2.2502,0.49052,1.2359,0.34104,0.0069021,2.1549,0.50546,1.0737,0.28929,0.019193,2.3744,0.44089,0.74267,0.23372,0.029992,2.1745,0.5021,0.9899,0.23416,0.024017,2.392,0.43246,1.0637,0.29609,1
0.099502,2.1607,0.33257,1.074,0.29563,0.0082847,2.3282,0.42833,0.74803,0.23554,0.014088,2.2363,0.49295,0.90456,0.30877,0.035703,2.197,0.49896,0.96602,0.2836,0.03146,2.3225,0.4747,1.3554,0.32013,1
0.042418,2.3637,0.40858,1.1998,0.40644,0.020087,2.219,0.44194,1.0187,0.24818,0.053086,1.9165,0.29424,0.6365,0.13625,0.048817,2.2016,0.49795,1.0498,0.23896,0.078134,2.0258,0.38512,0.98292,0.15761,1
0.014214,2.4156,0.4623,0.88181,0.32034,0.0094823,2.2698,0.4649,0.81535,0.27262,0.014553,2.3216,0.46819,0.88107,0.32965,0.04536,2.2078,0.49776,1.188,0.2972,0.016771,2.3145,0.4183,0.73978,0.28521,1
0.012705,2.2704,0.48751,1.0486,0.36437,0.0079995,2.3184,0.46294,0.72567,0.2808,0.011478,2.261,0.48852,0.92273,0.32889,0.037063,2.2065,0.49081,1.0488,0.30787,0.056452,2.3829,0.35021,1.0755,0.17638,2
0.01521,2.2914,0.46112,0.7076,0.2979,0.0088888,2.1776,0.50165,1.2489,0.30142,0.031348,2.1721,0.47166,0.87829,0.23378,0.041908,2.1958,0.49947,0.99587,0.23837,0.016649,2.2562,0.4836,1.0853,0.36226,2
0.030235,2.0772,0.34614,0.73749,0.18734,0.0076657,2.1157,0.45619,0.28512,0.16569,0.020773,2.4177,0.43957,0.97493,0.2504,0.051703,2.3084,0.46982,0.92629,0.24252,0.014866,2.3202,0.45759,1.07,0.3385,2
0.024301,2.2785,0.3676,0.69959,0.28811,0.013541,2.3281,0.45084,0.75738,0.29725,0.02114,2.2711,0.45176,1.0882,0.34561,0.041924,2.2375,0.37839,0.44674,0.16105,0.015153,2.249,0.49035,1.2255,0.33266,2
0.01311,2.3092,0.44123,0.82461,0.29338,0.012189,2.1835,0.47014,0.62159,0.27309,0.016932,2.2888,0.47817,1.0531,0.36084,0.049485,2.1738,0.50234,1.3391,0.29864,0.046156,2.1629,0.26354,0.91173,0.099513,2
0.012374,2.2478,0.48545,0.76806,0.24662,0.0061081,2.297,0.47373,0.81519,0.23183,0.022342,2.4591,0.43661,0.70262,0.21105,0.037049,2.1769,0.49576,1.1112,0.23648,0.018876,2.205,0.40326,0.57801,0.19569,2
0.019875,2.4832,0.42206,0.78526,0.34491,0.0080949,2.2385,0.45076,0.94193,0.28519,0.015241,2.2953,0.47854,0.9352,0.30757,0.072616,2.3601,0.4703,0.9539,0.23714,0.03646,2.4546,0.42116,1.087,0.32381,2
0.018943,2.1685,0.47238,0.81206,0.25278,0.0049912,2.3095,0.47621,0.7611,0.33631,0.016091,2.2129,0.47854,0.79263,0.32502,0.034483,2.2353,0.48124,0.85505,0.2574,0.017781,2.1477,0.41013,0.81515,0.21486,2
0.016956,2.2775,0.48062,0.82698,0.29103,0.01033,2.3695,0.4736,0.88901,0.389,0.063964,2.2872,0.41697,0.96533,0.23762,0.052472,2.1907,0.49324,1.1005,0.28535,0.02294,2.2428,0.49141,1.0879,0.3146,2
0.021191,2.3353,0.44956,0.82674,0.303,0.0082168,2.3123,0.46444,0.95897,0.29048,0.022426,2.3652,0.43458,1.0777,0.30493,0.041215,2.2063,0.49137,1.2074,0.27658,0.020314,2.3299,0.46259,0.94146,0.31122,2
0.029442,2.5388,0.41635,0.72169,0.24921,0.038791,1.9795,0.41345,1.0207,0.26878,0.02469,2.3211,0.43363,0.86847,0.29202,0.048977,2.2007,0.49134,1.3544,0.31184,0.045295,2.4156,0.38663,0.84985,0.19024,2
0.03195,2.4138,0.42674,0.97068,0.32882,0.0091491,2.2212,0.49501,1.1733,0.3066,0.022024,2.3313,0.47277,0.89126,0.32705,0.045312,2.2134,0.49676,1.001,0.26867,0.017481,2.2926,0.48572,0.72919,0.27907,2
0.010702,2.1754,0.50196,0.92001,0.28775,0.010531,2.2509,0.48413,0.99753,0.32649,0.016059,2.207,0.4969,1.0172,0.31169,0.040678,2.1851,0.50054,0.9026,0.27833,0.020056,2.2586,0.48902,1.1904,0.3391,2
0.015293,2.445,0.46502,0.88611,0.27136,0.048093,1.9208,0.39716,0.91963,0.19031,0.023085,2.2792,0.47573,0.92502,0.24602,0.036192,2.1801,0.50106,1.0687,0.25813,0.019645,2.2154,0.48432,0.96652,0.29877,2
0.042865,2.0163,0.30095,0.44104,0.14001,0.0097385,2.2728,0.47508,1.1734,0.32714,0.045999,2.0107,0.31623,0.69251,0.16526,0.045489,2.2436,0.4793,0.97978,0.27889,0.027602,2.2608,0.39726,0.55082,0.19254,2
0.015042,2.2143,0.49576,0.97074,0.2949,0.014611,2.1506,0.50041,1.1457,0.28793,0.042137,2.1592,0.38677,0.70568,0.1899,0.046109,2.1679,0.50333,1.1418,0.25493,0.016998,2.2658,0.48884,0.70107,0.25174,2
0.014582,2.3855,0.45698,0.83192,0.30574,0.0077662,2.3257,0.45696,0.72005,0.26735,0.012015,2.2402,0.49292,0.72575,0.31396,0.034147,2.2123,0.49618,0.98303,0.29217,0.018957,2.2552,0.48342,1.0488,0.32107,2
0.011951,2.3187,0.47426,0.91271,0.35345,0.0065596,2.2434,0.46754,0.84178,0.28567,0.031339,2.0577,0.44006,0.42099,0.22205,0.037406,2.1801,0.50124,0.95313,0.27075,0.018715,2.2843,0.46738,1.1835,0.33897,2
0.018315,2.1175,0.26956,0.33014,0.17038,0.017775,2.0699,0.47441,0.82971,0.23899,0.014046,2.2918,0.47219,0.76324,0.31196,0.073564,2.2575,0.47285,1.1751,0.28221,0.038506,2.3066,0.37567,0.9114,0.25472,3
0.018842,2.2943,0.48378,0.73529,0.32622,0.014036,2.2958,0.48454,1.146,0.32904,0.031875,2.1963,0.43309,0.50418,0.26775,0.053639,2.2194,0.48313,0.85983,0.26011,0.024693,2.2626,0.46513,0.7315,0.24419,3
0.01265,2.2781,0.48607,1.0727,0.29746,0.011924,2.2269,0.48767,1.3046,0.37681,0.014014,2.2752,0.48717,0.85459,0.31056,0.038353,2.2106,0.4908,0.93904,0.26725,0.020025,2.4582,0.45163,0.95578,0.3443,3
0.022401,2.3095,0.4314,0.77514,0.26657,0.0092276,2.2378,0.48044,1.2315,0.37061,0.024857,2.4136,0.46915,1.1803,0.33393,0.043944,2.1957,0.49297,1.1609,0.29031,0.034583,2.3188,0.4692,1.0718,0.24553,3
0.034812,2.3496,0.43299,0.8182,0.2301,0.015002,2.2783,0.44576,0.91321,0.24639,0.08007,1.9645,0.39738,1.057,0.14982,0.047706,2.1994,0.49177,1.2127,0.29952,0.079106,2.1511,0.34637,1.1061,0.092896,3
0.042145,2.3624,0.44183,1.0589,0.25298,0.030037,2.5303,0.37479,0.9314,0.19963,0.025044,2.2498,0.47414,1.3161,0.30965,0.040148,2.2358,0.48693,0.97385,0.28173,0.057704,2.4958,0.32135,0.77352,0.13286,3
0.025656,2.3749,0.40017,1.1027,0.43434,0.0075216,2.258,0.47706,1.0809,0.34512,0.021693,2.2066,0.48615,0.85188,0.25691,0.054087,2.2382,0.48577,1.2879,0.32723,0.032738,2.4054,0.40516,0.95288,0.30719,3
0.0079265,2.2875,0.47262,0.71451,0.28692,0.0075435,2.2817,0.47954,1.3018,0.39107,0.025242,2.3585,0.37346,0.48339,0.30317,0.071704,2.2674,0.4759,1.344,0.37411,0.028172,2.3884,0.43389,1.3551,0.37238,3
0.010003,2.3375,0.45405,0.77118,0.35335,0.0075579,2.2332,0.48114,0.95128,0.30956,0.020784,2.3893,0.45501,0.77326,0.26115,0.040764,2.1925,0.49322,0.88807,0.22847,0.014488,2.2728,0.43409,0.86877,0.29467,3
0.013385,2.2455,0.47889,0.90364,0.25905,0.0077795,2.2287,0.48812,0.76959,0.23467,0.025109,2.2237,0.48289,1.078,0.28342,0.043712,2.1896,0.49998,0.99677,0.25276,0.014051,2.296,0.4664,0.76295,0.3329,3
0.01934,2.3321,0.44488,0.59405,0.29506,0.017505,2.1056,0.50706,0.66264,0.20245,0.029608,2.2742,0.4407,0.70407,0.24831,0.053578,2.1928,0.49965,0.90256,0.24803,0.036677,2.3564,0.44747,1.2467,0.37429,3
0.018715,2.2247,0.34803,0.74872,0.22234,0.0064592,2.2475,0.4618,0.69709,0.2376,0.017003,2.3494,0.3938,0.60904,0.24105,0.03618,2.1719,0.50258,0.97675,0.24007,0.047441,2.6831,0.3229,0.76409,0.19814,3
0.017038,2.2277,0.46493,0.85907,0.35572,0.013007,2.1722,0.49642,0.9001,0.2693,0.012488,2.4096,0.41398,0.42439,0.27018,0.037275,2.1692,0.50287,0.9821,0.27167,0.027218,2.3082,0.45383,1.3146,0.37381,3
0.019977,2.222,0.48853,1.087,0.33811,0.0083147,2.2357,0.48743,0.7518,0.25567,0.039113,2.2986,0.43855,0.79985,0.18872,0.040289,2.1935,0.48737,0.86861,0.25074,0.015577,2.3053,0.47558,0.50732,0.26423,3
0.032359,2.2122,0.47189,0.99767,0.31555,0.0097317,2.2196,0.4889,0.9945,0.26838,0.039542,2.1815,0.39494,0.59075,0.18733,0.036707,2.1702,0.5033,0.87607,0.23628,0.10304,2.0673,0.46249,0.98107,0.23602,3
0.011629,2.3779,0.41793,0.66201,0.28558,0.026224,2.0289,0.40718,0.88861,0.17453,0.024428,2.2298,0.46941,0.94323,0.30827,0.051797,2.152,0.50593,1.1617,0.25992,0.026403,2.2805,0.46872,0.98049,0.30838,3
0.037926,2.3045,0.4048,0.75041,0.21881,0.012776,2.2729,0.48115,0.97484,0.30721,0.038231,2.2202,0.44163,0.82171,0.22115,0.065585,2.2484,0.49084,1.1416,0.29028,0.022004,2.3498,0.47629,0.96093,0.37532,3
0.011289,2.3206,0.46826,0.90793,0.34518,0.015873,2.0943,0.34711,0.40218,0.12211,0.020419,2.2924,0.47204,1.3247,0.38625,0.039542,2.1756,0.50199,1.2656,0.28924,0.021771,2.2292,0.45701,1.3862,0.39069,3
0.018127,2.4532,0.44191,1.0369,0.36672,0.015787,2.1949,0.39569,0.56469,0.21238,0.027791,2.3475,0.43024,1.0028,0.34159,0.1195,2.2855,0.46306,0.94675,0.22206,0.02598,2.4166,0.45877,1.0992,0.34128,3
0.035297,2.1406,0.34536,0.79055,0.30557,0.015998,2.295,0.46803,1.0523,0.24612,0.056654,2.2071,0.38756,0.97969,0.1755,0.048486,2.1556,0.49273,0.95676,0.23466,0.13062,2.1197,0.44439,1.0423,0.14335,3
0.023204,2.2752,0.46955,1.0779,0.32566,0.0073393,2.2831,0.48597,0.83997,0.28536,0.037605,2.2393,0.43041,0.63634,0.27885,0.035366,2.1582,0.50478,1.0589,0.26983,0.056041,2.0675,0.26446,0.92432,0.21337,3
0.017271,2.5277,0.42982,0.60996,0.29701,0.010941,2.2627,0.4825,0.87416,0.23693,0.019285,2.2558,0.45522,0.53185,0.26601,0.048962,2.2678,0.48874,0.96633,0.23526,0.014275,2.2492,0.46023,0.78662,0.32871,3
0.020635,2.2173,0.41328,0.87401,0.25378,0.012343,2.3718,0.4552,0.8911,0.23082,0.055759,2.0546,0.40992,0.6047,0.24769,0.031913,2.2053,0.49774,0.94972,0.22689,0.032156,2.2521,0.46063,1.0894,0.24426,3
0.038142,2.2565,0.32981,0.66517,0.17702,0.0094585,2.3462,0.45462,1.0926,0.32298,0.037772,2.0324,0.41905,0.64118,0.20214,0.071669,2.3089,0.4594,1.1791,0.31095,0.025838,2.2517,0.40353,0.74516,0.15965,3
0.022084,2.2415,0.47992,0.89157,0.28355,0.011833,2.1956,0.4932,0.83121,0.25027,0.061863,2.0553,0.34827,0.85571,0.25263,0.041511,2.2129,0.49671,0.81211,0.22749,0.013986,2.2889,0.48474,0.69854,0.31089,3
0.026263,2.1737,0.44182,0.63311,0.29873,0.010936,2.1394,0.49527,1.1309,0.26005,0.021837,2.3346,0.46783,0.90676,0.23467,0.045624,2.175,0.5023,1.0869,0.25421,0.013435,2.323,0.46968,0.69878,0.25793,3
0.0090383,2.2718,0.48713,0.71977,0.29144,0.0053767,2.1695,0.50308,0.98761,0.2518,0.030733,2.0788,0.37064,0.60219,0.18679,0.026211,2.1089,0.51282,0.94617,0.23033,0.01382,2.3088,0.4776,0.90445,0.28395,3
0.01205,2.2656,0.48949,0.72954,0.22437,0.00722,2.1473,0.50657,0.95786,0.26301,0.023,2.2147,0.45966,0.84905,0.28668,0.074438,2.1885,0.50013,1.051,0.22295,0.02393,2.3197,0.45159,0.85794,0.26873,3
0.013612,2.1816,0.45251,0.63609,0.26583,0.0070847,2.262,0.46555,0.79865,0.27972,0.02132,2.1708,0.49105,1.0192,0.29831,0.030629,2.1314,0.50924,1.1301,0.24658,0.017594,2.2819,0.46303,0.88681,0.35198,3
0.014626,2.2344,0.4868,0.75384,0.31783,0.0090196,2.4031,0.44328,0.86708,0.25369,0.024817,2.2963,0.43183,0.70986,0.30262,0.039746,2.2037,0.4736,0.80036,0.26227,0.030494,2.2168,0.39143,0.83253,0.23083,3
0.016075,2.2208,0.47756,0.90025,0.26567,0.015437,2.32,0.46951,0.94732,0.27127,0.087565,1.9197,0.43303,0.80434,0.21684,0.033501,2.1757,0.50216,0.83688,0.23006,0.037111,2.1077,0.50727,0.99735,0.21728,3
0.023748,2.4291,0.41011,0.68712,0.26218,0.015882,2.0567,0.3923,0.52516,0.1909,0.013884,2.2453,0.49077,1.1875,0.33681,0.03923,2.1685,0.50325,0.94969,0.24737,0.028314,2.3577,0.41844,0.91266,0.31158,3
0.015001,2.2062,0.44856,0.5112,0.26595,0.0099205,2.1894,0.38836,0.35237,0.18853,0.030413,2.4606,0.459,1.0821,0.37072,0.038132,2.1683,0.50322,0.96778,0.22516,0.017068,2.3403,0.47771,1.2692,0.38802,3
0.012114,2.2134,0.4964,1.0504,0.2889,0.013823,2.043,0.38801,0.42512,0.15294,0.022545,2.3183,0.46966,1.1684,0.35584,0.032084,2.1711,0.50275,1.0424,0.25171,0.012814,2.2452,0.47432,0.82797,0.3057,3
0.014869,2.2527,0.46617,0.98088,0.30015,0.01834,2.2077,0.44281,0.79944,0.19099,0.015422,2.3211,0.46948,0.77755,0.33042,0.034799,2.1499,0.50699,0.97177,0.25387,0.017586,2.312,0.46979,0.92716,0.26443,3
0.015293,2.1434,0.3556,0.59902,0.24207,0.00935,2.2926,0.44247,0.94103,0.35604,0.01704,2.3463,0.46477,1.1929,0.42656,0.034764,2.2001,0.49824,1.0952,0.27658,0.057131,2.171,0.38029,0.92623,0.16675,3
